"Date"	"SeriesID"	"value"	"Description"	"Adjustment"
1983-04-01	"A2413059T"	109040000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-05-01	"A2413059T"	117472000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-06-01	"A2413059T"	117160000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-07-01	"A2413059T"	117125000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-08-01	"A2413059T"	124132000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-09-01	"A2413059T"	136583000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-10-01	"A2413059T"	144287000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-11-01	"A2413059T"	149974000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1983-12-01	"A2413059T"	169019000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-01-01	"A2413059T"	166255000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-02-01	"A2413059T"	176936000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-03-01	"A2413059T"	184770000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-04-01	"A2413059T"	192962000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-05-01	"A2413059T"	188787000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-06-01	"A2413059T"	193703000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-07-01	"A2413059T"	203147000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-08-01	"A2413059T"	195259000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-09-01	"A2413059T"	194049000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-10-01	"A2413059T"	193013000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-11-01	"A2413059T"	191515000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1984-12-01	"A2413059T"	186624000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-01-01	"A2413059T"	219031000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-02-01	"A2413059T"	213646000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-03-01	"A2413059T"	203579000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-04-01	"A2413059T"	202507000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-05-01	"A2413059T"	214777000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-06-01	"A2413059T"	207745000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-07-01	"A2413059T"	216688000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-08-01	"A2413059T"	213601000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-09-01	"A2413059T"	198165000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-10-01	"A2413059T"	189237000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-11-01	"A2413059T"	178176000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1985-12-01	"A2413059T"	161231000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-01-01	"A2413059T"	156607000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-02-01	"A2413059T"	133318000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-03-01	"A2413059T"	132203000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-04-01	"A2413059T"	170714000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-05-01	"A2413059T"	170138000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-06-01	"A2413059T"	156309000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-07-01	"A2413059T"	158020000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-08-01	"A2413059T"	159356000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-09-01	"A2413059T"	152849000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-10-01	"A2413059T"	164376000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-11-01	"A2413059T"	163717000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1986-12-01	"A2413059T"	172116000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-01-01	"A2413059T"	157617000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-02-01	"A2413059T"	168928000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-03-01	"A2413059T"	168943000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-04-01	"A2413059T"	180446000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-05-01	"A2413059T"	164793000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-06-01	"A2413059T"	185225000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-07-01	"A2413059T"	174380000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-08-01	"A2413059T"	184004000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-09-01	"A2413059T"	220657000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-10-01	"A2413059T"	237497000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-11-01	"A2413059T"	240985000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1987-12-01	"A2413059T"	273966000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-01-01	"A2413059T"	232969000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-02-01	"A2413059T"	276175000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-03-01	"A2413059T"	291010000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-04-01	"A2413059T"	313261000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-05-01	"A2413059T"	330782000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-06-01	"A2413059T"	393801000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-07-01	"A2413059T"	375099000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-08-01	"A2413059T"	355563000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-09-01	"A2413059T"	329255000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-10-01	"A2413059T"	323943000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-11-01	"A2413059T"	326992000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1988-12-01	"A2413059T"	331902000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-01-01	"A2413059T"	348277000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-02-01	"A2413059T"	339476000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-03-01	"A2413059T"	335911000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-04-01	"A2413059T"	337824000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-05-01	"A2413059T"	329872000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-06-01	"A2413059T"	295404000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-07-01	"A2413059T"	281311000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-08-01	"A2413059T"	288737000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-09-01	"A2413059T"	279242000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-10-01	"A2413059T"	278383000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-11-01	"A2413059T"	290941000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1989-12-01	"A2413059T"	296440000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-01-01	"A2413059T"	311742000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-02-01	"A2413059T"	337459000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-03-01	"A2413059T"	322168000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-04-01	"A2413059T"	282478000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-05-01	"A2413059T"	288503000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-06-01	"A2413059T"	283355000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-07-01	"A2413059T"	287244000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-08-01	"A2413059T"	287712000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-09-01	"A2413059T"	329659000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-10-01	"A2413059T"	327364000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-11-01	"A2413059T"	317199000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1990-12-01	"A2413059T"	298523000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-01-01	"A2413059T"	309399000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-02-01	"A2413059T"	300479000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-03-01	"A2413059T"	313368000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-04-01	"A2413059T"	328245000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-05-01	"A2413059T"	368163000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-06-01	"A2413059T"	363185000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-07-01	"A2413059T"	389434000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-08-01	"A2413059T"	366561000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-09-01	"A2413059T"	350627000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-10-01	"A2413059T"	350154000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-11-01	"A2413059T"	363667000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1991-12-01	"A2413059T"	402908000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-01-01	"A2413059T"	372871000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-02-01	"A2413059T"	395201000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-03-01	"A2413059T"	445423000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-04-01	"A2413059T"	470441000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-05-01	"A2413059T"	448104000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-06-01	"A2413059T"	472911000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-07-01	"A2413059T"	474097000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-08-01	"A2413059T"	502322000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-09-01	"A2413059T"	505701000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-10-01	"A2413059T"	517339000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-11-01	"A2413059T"	547424000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1992-12-01	"A2413059T"	523350000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-01-01	"A2413059T"	554785000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-02-01	"A2413059T"	540981000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-03-01	"A2413059T"	568910000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-04-01	"A2413059T"	555151000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-05-01	"A2413059T"	573459000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-06-01	"A2413059T"	573724000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-07-01	"A2413059T"	574738000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-08-01	"A2413059T"	610164000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-09-01	"A2413059T"	627160000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-10-01	"A2413059T"	626510000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-11-01	"A2413059T"	625908000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1993-12-01	"A2413059T"	696845000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-01-01	"A2413059T"	679668000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-02-01	"A2413059T"	715845000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-03-01	"A2413059T"	714148000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-04-01	"A2413059T"	761683000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-05-01	"A2413059T"	778440000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-06-01	"A2413059T"	744058000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-07-01	"A2413059T"	743685000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-08-01	"A2413059T"	703881000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-09-01	"A2413059T"	692957000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-10-01	"A2413059T"	648485000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-11-01	"A2413059T"	635864000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1994-12-01	"A2413059T"	647058000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1995-01-01	"A2413059T"	569903000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1995-02-01	"A2413059T"	532682000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
1995-03-01	"A2413059T"	551716000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Seasonally Adjusted"
